text,hard_label,model_answer
"Imagine what the Trump people are going through, especially Donald Trump as he sees state after state fall to <user> because of the ""urban"" black and brown vote! Donald have you ever heard of a saying ""chickens coming home to roost?"" You Racist! <user>",1, 1                    
<user> <user> <user> <user> How can a corrupted person possibly be respectful after they screw their country by using their position for financial gain! What do you like more about socialism than freedom?,0, 1                    
<user> Like how your wingman bombed hundred of innocent syrian kids to death?  #Trump2020Landslide,0, 1                    
"I don’t know why came over me but I had to set some people straight in the comments.  People really are stupid about this and I’m sick of it.  55 new cases here is not something to be proud of, and the DOE needs to wake up and stop this premature student-to-slaughter Aug 4 date.",0, 0                    
Excuse you???? black lives matter isn’t a damn selfie hashtag! ARE YOU GOOD?!,1, 1                    
"<user> <user> If black lives mattered why did it take 4 DAYS to arrest George Floyd's MURDERER? if black lives mattered, why can't the go jogging without the fear of getting murdered? If black lives mattered, why are police still killing them?",0, 1                    
"With Coronavirus Response, Trump’s America Now Leads the World—in Suicidal Stupidity <url>",0, 1                    
Some Norwegian moron thinks Trump should get a Nobel Peace Prize.  I think Trump should get the Rest In Peace Prize for the 190k innocent Americans he killed with his botched Covid response.,1, 1                    
The very epitome of idiocy...,1, 1                    
"<user> In December 2019, I refused to listen to American intelligence about the dangers of Covid-19. I then was at a rally calling Coronavirus a HOAX. And then I said I had it under control. &amp; then I said 15 or less. &amp; then I said it would disappear. Now 100K dead &amp; 40m on unemployment!",0, 1                    
<user> was a petulant little kid.,0, 0                    
"<user> DEATH TRAIN TODAY!   Here Comes The Trump #covid19 Death Train  It's Heading For Tulsa  It Arrives Today  Trump Will Feed On The Dying Chants Of His Followers  As He Loads The Train  One Way Ticket To Hell  COME ONE, COME ALL <url>",1, 1                    
<user> <user> Fake Catholics!,1, 1                    
"True, but the right is moving in the right direction thanks to Trump. Meanwhile the left becomes more and more corrupt.",0, 1                    
"Euronews  John Schwartzberg on Covid19 at #BlackLivesMatter protests  ""Peaceful protest is terribly important."" but be responsible, wear a mask, keep distance when talking.  ""On the other hand, if police would stop using pepperspray and teargas, that would help a great deal too.""",0, 0                    
Injustice is loud. #BlackLivesMatter #ACAB <url>,0, 1                    
"How dumb 😂😂😂😂 after playing a full contact game , not swapping jerseys will prevent covid? 🤦🏾‍♂️",0, 1                    
<user> For those of you are dumb enough to call #WuhanVirus is no different than the naming of Spanish Flu... I DON'T RECALL WE ARE DOING THESE TO THE SPANISH PEOPLE. #coronavirus #racism  <url>  <url>  <url>  <url>,1, 1                    
"<user> <user> Funny. ""Middle class"" doesn't mean ""lower class"", homeless, working poor etc.  So it kinda seems like you're only fetishing the wealthy, still, and hoping us poors are too stupid to realize that to you ""middle"" means 6+ figures and having college as a realistic life step etc",0, 1                    
History is written by the victors. Churchill was just an articulate trump Narcissistic racist and always right. The truest test of intelligence is the ability to change your mind,0, 1                    
People are buying toilet paper so that if they are forced to shelter in place they don’t have to go out of their homes and exposed themselves to a possible coronavirus infection just so they can wipe their ass. Buying 16 packs of eight rolls apiece is hording or looking to sell,1, 0                    
What?? How can you just accidentally kill someone and take their organs ?? Y’all white people make NO SENSE,0, 1                    
The Rap Report: To George Floyd a.k.a. Big Floyd of the legendary Screwed Up Click <url> #sound #feedly,0, 0                    
<user> We ALL hope you &amp; that horrific thief of a wife of yours <user> get #covid19 and then FINALLY get arrested for your crimes you sociopath. Maybe we’ll get lucky &amp; you’ll both drop dead. #karma,1, 1                    
<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> Only 61% reporting in Philly. Only 72% reported in Pittsburgh.,0, 0 
<user> <user> <user> <user> Enjoy your stinky tent off the highway 😂😜💩,1, 1                    
<user> <user> Gross. You can keep her as your special white supremacist lover and watch your business FAIL. Bye bye nasty cardboard pizza. #BlackLivesMatter,1, 1                    
<user> <user> It's well wishes. In a crappy covid world. Have a great day.,0, 0                    
<user> How many sexes are there?,0, 0                    
<user> Why isn’t  <user> out there enforcing social distancing? Covid disappeared now 😲 she ordered police cars to prevent worshippers from attending churches but I these protestors might give her #Resistance like the kids on west side yelled at her: take your ass back home!,0, 1                    
Hey <user> <user> <user> <user> <user> <user>   *THIS* IS ACTION.  STEP THE FUCK UP.,1, 1                    
<user> <user> Facts I keep posting source information and links to them but you keep talking shit out your ass with nothing but what you think <url>,1, 1                    
<user> Work dat Anonymous ass,1, 1 
"We in #PedsICU and #PedsCICU dedicate our lives to give our patients the best shot of recovery and returning to happy and healthy lives. While SARS-CoV-2 may affect children less than adults, it can still be deadly to even previously healthy kids #WearADamnMask",0, 0                    
THE <user> <user> <user> #BrownShirts showing how intolerant they really are  SHADES OF HITLER &amp; NAZI GERMANY,0, 1                    
"It’s literally people out here saying ""Rest In Peace, George Floyd"" just to cover their own brands and services from getting screwed. Hate to see it.",0, 1                    
<user> <user> <user> <user> Good job sarra i will retweet this so i can Use this as proof to those pathetic angry trump supporters,1, 1                    
1 in 3 Americans wrestled with anxiety even prior to the COVID-19 pandemic.,0, 0                    
<user> <user> Everytime <user> opens his mouth <url>,0, 1                    
"<user> ""Greatest trick the devil ever pulled was convincing the world he doesn't exist."" Did George Floyd deserve to die during his arrest, absolutely not. Was George Floyd a law-abiding contributing member of society, absolutely not. He's not the saint the world's fooled into praising.",0, 1                    
"if u say ""all lives matter"" you’re ignorant as fuck. all lives can’t matter if black people are getting murdered everyday and not treated as equal #BlackLivesMatter",1, 1                    
"Only an imbecile would make such a decision, with only one view point as guidance.",0, 1                    
This is all so ridiculous. Do people sue employers &amp; businesses if they catch the flu? It is a communicable respiratory disesase. People know the risk and make a decision whether to attend.,0, 0                    
